13279,313,128,94,11929,243,203,37,8874,58,551,274,11,46,6,107218
14969,71,189,310,13214,129,137,176,10756,772,484,572,11,46,6,120205
14133,303,252,158,12868,291,225,73,10811,425,744,293,11,46,6,133178
14905,250,386,283,13706,175,293,165,9292,427,725,640,11,46,6,146164
15612,336,164,80,13649,318,176,105,11024,654,398,428,11,46,6,155156
14738,76,230,292,14773,158,381,238,10114,780,478,264,11,46,6,168142
16204,345,212,27,15450,338,203,126,12040,210,586,69,11,46,6,181129
16244,323,214,43,15044,217,110,202,11096,785,270,528,11,46,6,194117
15050,161,305,242,16265,211,256,36,11521,719,673,310,11,46,6,206103
16216,366,259,48,16635,303,307,100,13570,278,433,499,11,46,6,219089
15436,150,350,222,16472,72,306,209,12201,712,433,535,11,46,6,232078
14869,261,234,53,16621,174,286,155,13465,248,942,382,11,46,6,254072
14161,386,180,51,16661,337,152,37,12882,143,580,338,11,46,6,267050
15177,43,323,258,17226,188,162,98,15437,697,522,368,11,46,6,280027
13393,239,291,73,16065,236,305,46,15714,407,627,168,11,46,6,293014
13413,281,389,260,16025,198,333,198,14277,413,850,587,11,46,6,306011
13378,336,126,104,15861,233,205,71,15972,439,558,301,11,46,6,318987
11716,156,219,203,14534,294,190,167,15341,347,652,699,11,46,6,330989
12627,402,132,56,14929,216,257,23,14933,816,533,163,11,46,6,346968
13399,367,467,330,15605,24,127,169,27232,14766,6136,2512,11,46,7,247037
13590,226,124,68,14421,250,246,107,45539,32,6,21,11,46,7,259039
12779,381,231,15,14200,163,216,134,45534,11,30,20,11,46,7,282015
12381,218,150,70,13124,234,152,239,45525,23,5,16,11,46,7,291006
12179,321,161,110,13471,280,206,19,45569,3,12,16,11,46,7,303992
11748,151,280,157,12794,254,238,69,45555,18,9,11,11,46,7,316979
10461,210,193,92,11934,62,352,198,45561,21,14,1,11,46,7,329962
11464,109,333,135,12145,330,267,53,45588,8,3,28,11,46,7,342949
10145,272,182,15,11392,145,353,138,45568,4,4,4,11,46,7,354953
10951,70,204,168,11604,119,138,165,45550,20,5,8,11,46,7,380900
9863,284,199,80,10392,186,259,76,45597,25,18,3,11,46,7,393897
11093,367,119,88,10319,278,328,150,45523,16,14,9,11,46,7,415875
10137,20,265,196,10801,152,303,66,45501,18,7,19,11,46,7,431848
11488,304,208,101,11075,229,208,30,45559,27,5,25,11,46,7,444845
12040,340,176,38,11154,289,176,151,45603,15,8,13,11,46,7,457822
11479,165,224,135,10911,206,190,183,45565,5,12,14,11,46,7,470818
13135,247,230,19,12054,172,181,43,45582,29,15,26,11,46,7,483810
13200,167,350,258,11888,143,366,305,45618,12,9,11,11,46,7,495793
13136,267,179,98,12217,220,222,47,45627,13,14,9,11,46,7,508770
15007,153,160,137,13169,109,238,214,45592,11,5,2,11,46,7,521766
14313,341,146,83,12686,176,262,43,45568,24,8,6,11,46,7,534743
14525,256,256,90,13274,252,246,207,45616,13,13,5,11,46,7,547731
15068,217,301,62,13926,194,216,57,45624,12,3,19,11,46,7,572704
15956,289,311,117,14686,61,362,165,45591,21,16,7,11,46,7,585691
16164,325,110,81,15094,342,202,98,45637,17,30,3,11,46,7,598687
14863,160,119,109,14606,269,101,133,45647,27,20,15,11,46,7,611665
15945,344,172,71,15669,282,255,92,45564,8,22,8,11,46,7,624665
15671,195,325,209,15318,141,346,188,40187,2062,1055,787,11,46,7,637638
14489,246,202,80,15025,276,259,62,17595,1449,1004,349,11,46,7,649639
15253,131,280,116,15392,173,310,305,62211,1825,1880,1105,11,46,7,662612
14007,249,201,12,14377,136,320,85,41448,1719,1157,1061,11,46,7,675602
13239,333,127,86,14079,361,164,121,18025,1478,51,334,11,46,7,688601
14001,103,153,205,14503,95,209,251,491,2476,1124,488,11,46,7,701586
12407,228,221,56,13364,214,195,119,49118,1055,922,350,11,46,7,713569
10476,94,148,196,12883,297,290,38,11346,638,957,256,11,46,7,749523
11158,358,144,69,12166,252,182,89,5016,587,1102,355,11,46,7,761520
10881,271,214,42,11199,135,199,203,61747,389,338,482,11,46,7,774497
10122,151,352,225,10616,43,393,214,57363,236,555,435,11,46,7,796475
9256,290,254,48,10142,321,287,37,55981,765,350,546,11,46,7,809471
10492,50,227,158,10495,72,238,224,58545,490,728,567,11,46,7,822448
9489,334,141,48,9572,150,274,39,63997,721,404,84,11,46,7,835438
9291,304,157,92,9637,276,208,100,1864,781,813,576,11,46,7,848432
10678,26,220,243,10362,116,251,202,11341,196,488,612,11,46,7,861408
10021,306,242,11,9881,250,195,125,19323,1051,1086,422,11,46,7,873406
10726,207,408,229,10729,132,388,187,25596,1245,166,296,11,46,7,886393
11623,279,169,74,10995,279,154,84,36817,749,278,375,11,46,7,899383
12608,295,200,46,12038,243,268,48,52866,478,685,627,11,46,7,925343
13072,222,264,111,12211,232,221,123,63510,498,596,180,11,46,7,937340
12603,232,232,159,12299,97,274,134,3767,1225,164,501,11,46,7,950327
14214,287,268,45,13306,264,274,56,10552,667,524,294,11,46,7,963304
13927,331,310,143,13218,150,264,102,17831,795,694,476,11,46,7,976305
14114,275,177,33,13792,197,219,127,20889,297,712,201,11,46,7,989287
15821,96,139,107,14879,161,213,220,26046,537,414,506,11,46,8,2274
15055,368,171,68,14428,169,234,24,28964,819,428,282,11,46,8,14262
15260,259,296,155,15084,153,328,218,28039,275,507,452,11,46,8,27239
16325,263,208,100,15753,251,213,53,30429,582,486,375,11,46,8,40235
15448,145,332,162,15390,157,239,133,29958,62,891,215,11,46,8,53222
16265,331,303,43,16340,313,208,34,27820,763,535,170,11,46,8,66214
16301,270,151,43,16220,232,235,103,27692,236,775,366,11,46,8,78196
14877,144,201,124,15622,82,300,190,23207,528,517,476,11,46,8,91173
15851,361,179,82,16267,306,149,17,20561,867,492,409,11,46,8,104170
15249,97,366,296,15676,75,241,188,19326,493,415,468,11,46,8,117156
14162,238,197,61,15341,274,242,134,13755,572,312,298,11,46,8,130148
14901,102,259,206,15523,79,221,197,10921,285,959,760,11,46,8,143135
13620,370,179,68,14223,224,197,37,8033,510,661,398,11,46,8,155107
12991,320,179,87,14028,326,200,80,2650,408,354,257,11,46,8,168094
13573,112,257,177,14111,36,219,128,1382,810,368,347,11,46,8,181091
12163,281,208,64,13073,277,142,109,64104,428,522,253,11,46,8,194076
12150,320,185,80,12191,158,187,180,60149,403,839,688,11,46,8,213067
11602,359,295,4,12496,252,167,53,56738,554,307,115,11,46,8,226050
11531,226,201,47,11832,180,265,191,57812,103,829,365,11,46,8,238036
9803,129,226,177,10657,82,324,250,55083,636,263,437,11,46,8,251009
10760,302,133,126,11021,212,187,118,54620,624,358,252,11,46,8,263996
10076,119,373,231,10198,56,292,225,56119,306,484,512,11,46,8,276982
9281,258,231,128,9683,279,187,156,54732,500,443,450,11,46,8,289969
10579,23,164,171,10210,179,166,211,56376,328,707,600,11,46,8,302956
9594,375,103,90,9059,179,270,39,58460,681,403,122,11,46,8,314943
9577,278,215,106,9262,315,246,109,57132,401,365,564,11,46,8,327931
10884,163,238,167,9801,169,242,107,60623,359,251,305,11,46,8,340918
10174,296,229,60,9290,178,120,62,62421,655,738,94,11,46,8,353905
11048,140,292,198,10113,110,243,106,62737,278,535,358,11,46,8,366904
11863,253,129,133,10388,249,233,88,641,92,411,168,11,46,8,379878
10743,177,115,144,10113,165,113,185,907,850,266,642,11,46,8,391880
12430,192,140,14,11392,172,203,30,2493,366,415,197,11,46,8,404866
12823,160,320,189,11701,217,306,197,5744,221,475,315,11,46,8,417853
12154,168,267,100,11668,197,325,26,5310,571,183,485,11,46,8,430842
13706,168,210,90,12720,147,170,137,6746,224,600,191,11,46,8,443826
13191,325,256,88,12389,281,217,43,8471,673,408,149,11,46,8,455811
13156,250,133,113,13051,200,190,102,7305,141,543,222,11,46,8,468800
14670,92,134,197,14051,52,172,222,9670,485,208,519,11,46,8,481787
13799,333,164,85,13757,250,209,88,10239,503,643,418,11,46,8,494774
14238,219,335,193,14409,133,382,219,8812,203,595,505,11,46,8,507746
15249,258,177,73,14966,269,164,100,10595,457,244,582,11,46,8,520734
14231,34,222,247,14734,93,190,230,10091,192,659,517,11,46,8,532731
15183,266,215,3,15914,90,241,27,9531,362,418,193,11,46,8,545624
15432,264,127,19,15950,238,278,124,11258,194,650,399,11,46,8,558610
14155,96,167,146,15451,41,310,243,9030,593,219,568,11,46,8,571616
15293,276,175,91,16074,228,167,82,8955,485,557,242,11,46,8,584589
14691,137,399,286,15542,85,372,175,10272,251,605,492,11,46,8,597557
13932,294,170,94,15280,261,141,96,7939,507,383,442,11,46,8,609559
15034,23,148,190,15641,103,116,161,8509,346,468,745,11,46,8,622544
13553,272,145,95,14365,203,273,51,8746,560,588,226,11,46,8,635528
13168,340,155,59,14286,224,252,172,6307,269,327,210,11,46,8,648514
13842,142,209,137,14158,154,251,99,7867,618,150,445,11,46,8,660806
12448,278,229,61,13158,262,171,128,7598,327,793,177,11,46,8,673802
12448,233,356,172,13098,137,334,53,5979,368,579,484,11,46,8,686780
12430,287,146,64,12402,194,264,78,7549,160,568,141,11,46,8,699767
10743,153,97,104,11134,227,145,182,5953,600,285,613,11,46,8,712752
11452,314,106,90,11529,202,213,52,5971,498,438,229,11,46,8,724742
11085,197,299,228,10895,157,288,243,7888,310,427,380,11,46,8,737727
9952,190,276,83,10253,167,314,53,6236,681,306,381,11,46,8,750714
10866,172,263,109,10453,111,273,179,6693,253,692,128,11,46,8,763923
9968,285,187,25,9418,187,244,58,7965,730,441,285,11,46,8,775912
9514,365,132,85,9522,268,187,73,6444,318,483,235,11,46,8,788911
10757,35,152,138,10069,119,188,180,8428,523,190,403,11,46,8,801899
9899,362,209,62,9337,195,231,70,8826,576,724,249,11,46,8,814885
10224,201,359,237,10034,132,377,269,7186,142,467,375,11,46,8,827871
11208,312,167,41,10576,192,180,106,9142,509,371,497,11,46,8,840844
10356,90,325,204,10097,181,132,186,9031,242,885,574,11,46,8,852846
11729,186,203,27,11458,161,233,68,8634,472,376,277,11,46,8,865833
12376,282,118,14,11861,155,245,47,10822,269,517,428,11,46,8,878819
11629,150,170,153,11936,103,256,202,9156,798,278,507,11,46,8,891806
13333,261,163,85,13120,197,180,73,9641,414,620,302,11,46,8,904793
13410,174,428,279,13406,119,342,155,11612,348,681,614,11,46,8,916780
13203,268,143,50,14037,306,233,72,9842,554,471,373,11,46,8,929764
14717,103,166,128,15215,107,178,151,11226,278,514,603,11,46,8,942754
14121,352,154,89,14882,280,199,53,12064,640,707,206,11,46,8,955737
14250,244,152,63,15734,330,263,120,9972,302,292,272,11,46,8,968727
15713,143,251,162,16532,179,212,111,12030,481,189,435,11,46,8,980925
15015,250,300,102,16273,229,167,23,12340,427,902,119,11,46,8,993930
15667,166,343,152,17194,129,320,51,11051,358,616,408,11,46,9,6899
16145,311,200,30,17218,220,231,100,12793,276,619,76,11,46,9,19904
14845,154,142,138,16408,270,177,131,11338,711,412,562,11,46,9,32886
15995,323,145,54,17092,172,257,42,11530,542,432,214,11,46,9,45859
15783,150,283,190,16858,114,317,235,13356,352,515,428,11,46,9,57846
